ts,Time,Day,Hour,Shift 1,Shift 2,Shift 3,Anyshift
549,3/6/2020 17:15,6,17,0,0,0,0
550,3/6/2020 17:30,6,17,0,0,0,0
551,3/6/2020 17:45,6,17,0,0,0,0
552,3/6/2020 18:00,6,18,0,1,0,1
553,3/6/2020 18:15,6,18,0,1,0,1
554,3/6/2020 18:30,6,18,0,1,0,1
555,3/6/2020 18:45,6,18,0,1,0,1
556,3/6/2020 19:00,6,19,0,1,0,1
557,3/6/2020 19:15,6,19,0,1,0,1
558,3/6/2020 19:30,6,19,0,1,0,1
559,3/6/2020 19:45,6,19,0,1,0,1
560,3/6/2020 20:00,6,20,0,1,0,1
561,3/6/2020 20:15,6,20,0,1,0,1
562,3/6/2020 20:30,6,20,0,1,0,1
563,3/6/2020 20:45,6,20,0,1,0,1
564,3/6/2020 21:00,6,21,0,1,0,1
565,3/6/2020 21:15,6,21,0,1,0,1
566,3/6/2020 21:30,6,21,0,1,0,1
567,3/6/2020 21:45,6,21,0,1,0,1
568,3/6/2020 22:00,6,22,0,1,0,1
569,3/6/2020 22:15,6,22,0,1,0,1
570,3/6/2020 22:30,6,22,0,1,0,1
571,3/6/2020 22:45,6,22,0,1,0,1
572,3/6/2020 23:00,6,23,0,1,0,1
573,3/6/2020 23:15,6,23,0,1,0,1
574,3/6/2020 23:30,6,23,0,1,0,1
575,3/6/2020 23:45,6,23,0,1,0,1
576,3/7/2020 0:00,7,0,0,1,0,1
577,3/7/2020 0:15,7,0,0,1,0,1
578,3/7/2020 0:30,7,0,0,1,0,1
579,3/7/2020 0:45,7,0,0,1,0,1
580,3/7/2020 1:00,7,1,0,1,0,1
581,3/7/2020 1:15,7,1,0,1,0,1
582,3/7/2020 1:30,7,1,0,1,0,1
583,3/7/2020 1:45,7,1,0,1,0,1
584,3/7/2020 2:00,7,2,0,1,0,1
585,3/7/2020 2:15,7,2,0,1,0,1
586,3/7/2020 2:30,7,2,0,1,0,1
587,3/7/2020 2:45,7,2,0,1,0,1
588,3/7/2020 3:00,7,3,0,0,0,0
589,3/7/2020 3:15,7,3,0,0,0,0
590,3/7/2020 3:30,7,3,0,0,0,0
591,3/7/2020 3:45,7,3,0,0,0,0
592,3/7/2020 4:00,7,4,0,0,0,0
593,3/7/2020 4:15,7,4,0,0,0,0
594,3/7/2020 4:30,7,4,0,0,0,0
595,3/7/2020 4:45,7,4,0,0,0,0
596,3/7/2020 5:00,7,5,0,0,0,0
597,3/7/2020 5:15,7,5,0,0,0,0
598,3/7/2020 5:30,7,5,0,0,0,0
599,3/7/2020 5:45,7,5,0,0,0,0
600,3/7/2020 6:00,7,6,0,0,0,0
601,3/7/2020 6:15,7,6,0,0,0,0
602,3/7/2020 6:30,7,6,0,0,0,0
603,3/7/2020 6:45,7,6,0,0,0,0
604,3/7/2020 7:00,7,7,0,0,0,0
605,3/7/2020 7:15,7,7,0,0,0,0
606,3/7/2020 7:30,7,7,0,0,0,0
607,3/7/2020 7:45,7,7,0,0,0,0
608,3/7/2020 8:00,7,8,0,0,1,1
609,3/7/2020 8:15,7,8,0,0,1,1
610,3/7/2020 8:30,7,8,0,0,1,1
611,3/7/2020 8:45,7,8,0,0,1,1
612,3/7/2020 9:00,7,9,0,0,1,1
613,3/7/2020 9:15,7,9,0,0,1,1
614,3/7/2020 9:30,7,9,0,0,1,1
615,3/7/2020 9:45,7,9,0,0,1,1
616,3/7/2020 10:00,7,10,0,0,1,1
617,3/7/2020 10:15,7,10,0,0,1,1
618,3/7/2020 10:30,7,10,0,0,1,1
619,3/7/2020 10:45,7,10,0,0,1,1
620,3/7/2020 11:00,7,11,0,0,1,1
621,3/7/2020 11:15,7,11,0,0,1,1
622,3/7/2020 11:30,7,11,0,0,1,1
623,3/7/2020 11:45,7,11,0,0,1,1
624,3/7/2020 12:00,7,12,0,0,1,1
625,3/7/2020 12:15,7,12,0,0,1,1
626,3/7/2020 12:30,7,12,0,0,1,1
627,3/7/2020 12:45,7,12,0,0,1,1
628,3/7/2020 13:00,7,13,0,0,1,1
629,3/7/2020 13:15,7,13,0,0,1,1
630,3/7/2020 13:30,7,13,0,0,1,1
631,3/7/2020 13:45,7,13,0,0,1,1
632,3/7/2020 14:00,7,14,0,0,1,1
633,3/7/2020 14:15,7,14,0,0,1,1
634,3/7/2020 14:30,7,14,0,0,1,1
635,3/7/2020 14:45,7,14,0,0,1,1
636,3/7/2020 15:00,7,15,0,0,1,1
637,3/7/2020 15:15,7,15,0,0,1,1
638,3/7/2020 15:30,7,15,0,0,1,1
639,3/7/2020 15:45,7,15,0,0,1,1
640,3/7/2020 16:00,7,16,0,0,1,1
641,3/7/2020 16:15,7,16,0,0,1,1
642,3/7/2020 16:30,7,16,0,0,1,1
643,3/7/2020 16:45,7,16,0,0,1,1
644,3/7/2020 17:00,7,17,0,0,0,0
645,3/7/2020 17:15,7,17,0,0,0,0
646,3/7/2020 17:30,7,17,0,0,0,0
647,3/7/2020 17:45,7,17,0,0,0,0
648,3/7/2020 18:00,7,18,0,0,0,0
649,3/7/2020 18:15,7,18,0,0,0,0
650,3/7/2020 18:30,7,18,0,0,0,0
651,3/7/2020 18:45,7,18,0,0,0,0
652,3/7/2020 19:00,7,19,0,0,0,0
653,3/7/2020 19:15,7,19,0,0,0,0
654,3/7/2020 19:30,7,19,0,0,0,0
655,3/7/2020 19:45,7,19,0,0,0,0
656,3/7/2020 20:00,7,20,0,0,0,0
657,3/7/2020 20:15,7,20,0,0,0,0
658,3/7/2020 20:30,7,20,0,0,0,0
659,3/7/2020 20:45,7,20,0,0,0,0
660,3/7/2020 21:00,7,21,0,0,0,0
661,3/7/2020 21:15,7,21,0,0,0,0
662,3/7/2020 21:30,7,21,0,0,0,0
663,3/7/2020 21:45,7,21,0,0,0,0
664,3/7/2020 22:00,7,22,0,0,0,0
665,3/7/2020 22:15,7,22,0,0,0,0
666,3/7/2020 22:30,7,22,0,0,0,0
667,3/7/2020 22:45,7,22,0,0,0,0
668,3/7/2020 23:00,7,23,0,0,0,0
669,3/7/2020 23:15,7,23,0,0,0,0
670,3/7/2020 23:30,7,23,0,0,0,0
671,3/7/2020 23:45,7,23,0,0,0,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
